PRIDE	RAW file	RAW file version	Creation date	Operator	Number of instruments	Description	Instrument model	Instrument name	Serial number	Software version	major	minor	Firmware version	Units	Mass resolution	Number of scans	Number of ms2 scans	Scan range	Time range	Mass range	Scan filter (first scan)	Scan filter (last scan)	Total number of filters	Sample name	Sample id	Sample type	Sample comment	Sample vial	Sample volume	Sample injection volume	Sample row number	Sample dilution factor	Sample barcode	Title	Repos	Species	Instrument	Publication	LabHead	Announce.Date	year	month	day	Keywords
PXD010418	.temp.raw	66	11/03/2018 22:38:10	Orbitrap Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20383	3.0.2022.4	3	0		None	0.500	79484	37567	1-79484	0-190.03	88-2000	FTMS + c NSI Full ms [340.0000-1350.0000]	FTMS + c NSI d Full ms3 665.3284@cid35.00 523.3680@hcd55.00 [110.0000-815.0000]	43260		wp_esf_042A3	Unknown		A3	0	3	1	1		Thalidomide promotes degradation of SALL4, a transcription factor implicated in Duane Radial Ray Syndrome, part 3	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Donovan et al. (2018)	Eric S. Fischer	2018-08-09	2018	08	09	Biomedical, IMiDs, thalidomide, ubiquitin, cullin, crl4, 
PXD010420	.temp.raw	66	24/10/2017 16:29:23	Orbitrap Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20383	3.0.2022.4	3	0		None	0.500	78034	37011	1-78034	0-195.01	88-2000	FTMS + c NSI Full ms [340.0000-1350.0000]	FTMS + c NSI d Full ms3 708.6824@cid35.00 456.3281@hcd55.00 [110.0000-1410.0000]	42361		B8	Unknown		B8	0	3	17	1		Thalidomide promotes degradation of SALL4, a transcription factor implicated in Duane Radial Ray Syndrome, part 5	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Donovan et al. (2018)	Eric S. Fischer	2018-08-09	2018	08	09	IMiDs, thalidomide, ubiquitin, cullin, crl4, 
PXD010603	.temp.raw	66	14/10/2017 05:25:26	LUMOS02	2		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20118	3.0.2001	3	0		None	0.500	131439	125261	1-131439	0-90	200-1350	FTMS + p NSI Full ms [300.0000-1350.0000]	ITMS + c NSI r d Full ms2 416.3723@hcd30.00 [200.0000-1200.0000]	8752		1	Unknown		GB4	0	4	11	1		Proteomic Atlas of the Human Brain in Alzheimer’s Disease	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	McKetney et al. (2019)	Joshua J Cppm	2019-02-13	2019	02	13	Human Brain Proteome Project (HUPO_HBPP) (B/D-HPP), human, brain, Alzheimer's, neurodegeneration, 
PXD010628	.temp.raw	66	04/12/2017 12:09:28	fusionlumos	5		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	CA2-MP10	3.0.2022.16	3	0		None	0.500	60529	25331	1-60529	0-174.99	50-2000	FTMS + p NSI Full ms [197.0777-1500.0000]	FTMS + p NSI Full ms [197.0777-1500.0000]	28596		9	Unknown		ra7	0	4	6	1		Nitric oxide modulates metabolic remodelling and immunometabolism in inflammatory murine macrophages	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Dataset with its publication pending	Roman Fischer	2019-05-31	2019	05	31	Biological, Mus musculus, Orbitrap Fusion Lumos, 
PXD010630	.temp.raw	66	08/04/2018 06:20:19	Lumos	3		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20400	3.0.2041	3	0		None	0.500	74008	57480	1-74008	0-120	100-2000	FTMS + p NSI Full ms [350.0000-1500.0000]	FTMS + p NSI Full ms [350.0000-1500.0000]	9604		RA1	Unknown		RC8	0	4	18	1		Improvement of Peptide Separation for Exploring the Missing Proteins Localized on Membranes	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Zhang et al. (2018)	Siqi Liu	2018-10-24	2018	10	24	Technical, Missing proteins,High concentration organic solvent, Membrane fraction,LC MS/MS, 
PXD010744	.temp.raw	66	21/05/2018 08:11:09	Orbitrap Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20450	3.0.2041	3	0		None	0.500	54943	22490	1-54943	0-180	100-2000	FTMS + c NSI Full ms [350.0000-1400.0000]	FTMS + c NSI Full ms [350.0000-1400.0000]	22350		A1	Unknown		B6	0	10	0	1		Quantitative proteomic analysis of primary prostate cancer tissue specimens	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Zhou et al. (2019)	Wei Yang	2019-04-23	2019	04	23	Cancer (B/D-HPP), Biomedical, prostate cancer, TMT, SPS-MS3, tissue, proteomics, differential expression analysis, differential correlation analysis, protein complex, pathway, 
PXD010796	.temp.raw	66	12/12/2018 16:07:33	Orbitrap_Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20180	3.0.2041	3	0		None	0.500	59549	18807	1-59549	0.01-112.01	50-2000	FTMS + p NSI Full ms [400.0000-1800.0000]	ITMS + c NSI r d Full ms3 1516.0497@cid30.00 1910.9264@cid35.00 [521.0000-1921.0000]	33529		1	QC		D3	20	3	8	1		Optimized cross-linking mass spectrometry for in situ interaction proteomics	PRIDE	Homo sapiens 	Orbitrap Fusion	Ser, Cifani & Kentsis (2019)	Alex Kentsis	2019-04-03	2019	04	03	Cross-linking Mass Spectrometry, Human, Chromatin, 
PXD010805	.temp.raw	66	07/08/2018 16:25:09	Orbitrap Fusion	1		Orbitrap Fusion	Orbitrap Fusion	FSN10165	3.0.2041	3	0		None	0.500	35026	27427	1-35026	0-110	105-2000	FTMS + p NSI Full ms [400.0000-1600.0000]	FTMS + p NSI Full ms [400.0000-1600.0000]	6454		A1	Unknown		C1	0	5	10	1		Dynamic proteomics reveals unexpected plasticity of cellular proteome	PRIDE	Homo sapiens 	Orbitrap Fusion	Dataset with its publication pending	Roman Zubarev	2018-11-07	2018	11	07	Biological, Biomedical, mass spectrometry, time series, proteomics, 
PXD010929	.temp.raw	66	04/03/2018 03:42:33	epfl-pcf	3		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20231	3.0.2041	3	0		None	0.500	249803	238050	1-249803	10.01-190	200-2000	FTMS + p NSI Full ms [375.0000-1500.0000]	FTMS + p NSI Full ms [375.0000-1500.0000]	12585		1	Unknown		RC1	0	2	18	1		espL deletion mutant of Mycobacterium tuberculosis	PRIDE	Mycobacterium tuberculosis H37Rv	Orbitrap Fusion Lumos	Sala et al. (2018)	Stewart Thomas Cole	2018-12-10	2018	12	10	Biomedical, Mycobacterium, tuberculosis, espL, virulence, 
PXD011077	.temp.raw	66	30/08/2018 18:43:06	science.bms.lab	3		Orbitrap Fusion	Orbitrap Fusion	FSN10235	3.1.2412.14	3	1		None	0.500	72242	20475	1-72242	0-180	98-2000	FTMS + p NSI sid=10.00 Full ms [375.0000-1600.0000]	FTMS + p NSI sid=10.00 d Full ms2 956.5911@cid25.00 [258.0000-2000.0000]	46754		1	Unknown		1:B11	0	10	0	1		Cross-ID: An Interactive Platform for in-depth Analysis and Visualization of Complex XL-MS Driven Protein Interaction Networks	PRIDE	Bos taurus 	Orbitrap Fusion	de Graaf et al. (2018)	Prof. dr. Albert J. R. Heck	2019-01-02	2019	01	02	Technical, Biological, XL-MS, Visualization, TMT, Proteome Discoverer, 
PXD011123	.temp.raw	66	30/01/2018 18:17:03	Proteomics	1		Orbitrap Fusion	Orbitrap Fusion	FSN10116	3.0.2022.16	3	0		None	0.500	9928	7458	1-9928	0.02-50	91-2000	FTMS + p NSI Full ms [350.0000-1600.0000]	FTMS + p NSI Full ms [350.0000-1600.0000]	3564		A1	Unknown		a6	0	7	2	1		In-vitro glutathionylation of SMYD2	PRIDE	Homo sapiens 	Orbitrap Fusion	Munkanatta Godage et al. (2018)	Young-Hoon Ahn	2019-04-03	2019	04	03	Biological, Human, purified protein, glutathionylation, cysteine, click chemistry, 
PXD011145	.temp.raw	66	12/08/2018 12:51:17	Orbitrap Fusion	1		Orbitrap Fusion	Orbitrap Fusion	FSN10254	3.0.2041	3	0		None	0.500	73539	65792	1-73539	0-85	98-2000	FTMS + c NSI Full ms [375.0000-1400.0000]	FTMS + c NSI Full ms [375.0000-1400.0000]	8635		Rutile_4x_LA_2	Unknown		C4	0	2	28	1		Robust, reproducible, and economical phosphopeptide enrichment using calcium titanate.	PRIDE	Homo sapiens 	Orbitrap Fusion	Ahmed et al. (2018)	Noah Dephoure	2019-01-02	2019	01	02	Technical, phosphoproteomics, phosphopeptide, enrichment,, 
PXD011167	.temp.raw	66	29/06/2018 06:58:14	Thermo Scientific	3		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20277	3.0.2041	3	0		None	0.500	56871	25762	1-56871	8.01-128	98-2000	FTMS + p NSI Full ms [375.0000-1500.0000]	FTMS + p NSI Full ms [375.0000-1500.0000]	27619			Unknown		RB8	0	5	8	1		H89 Phosphoproteomics in PKA-Null Cells	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Limbutara et al. (2019)	Mark A. Knepper	2019-03-28	2019	03	28	Biological, H89, PKA, kinase inhibitor, phosphoproteomics, 
PXD011242	.temp.raw	66	16/10/2017 02:25:04	Orbitrap_Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20299	3.0.2022.16	3	0		None	0.500	45570	40988	1-45570	0-75.01	100-2000	FTMS + c NSI Full ms [300.0000-1400.0000]	FTMS + c NSI d Full ms2 1139.8660@hcd35.00 [100.0000-2000.0000]	7451		1	Unknown		B6	0	5	3	1		Quantitative Proteomics analysis of LX-2 Responses to Irradiation and TGF-β1 Description	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Yuan et al. (2018)	Zhaochong Zeng	2018-12-04	2018	12	04	iTRAQ, Hepatic stellate cell, Irradiation, 
PXD011246	.temp.raw	66	08/12/2017 09:46:36	Orbitrap Fusion	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	CA2-MP11	3.0.2041	3	0		None	0.500	68925	58148	1-68925	0-110	140-2000	FTMS + p NSI Full ms [350.0000-1500.0000]	FTMS + p NSI Full ms [350.0000-1500.0000]	8249		A2	Unknown		B7	0	2	9	1		Low-density lipoprotein receptor-related protein 1 (LRP1)-derived peptides protect against aggregation of LDL and cholesterol loading of vascular cells. Molecular and Cellular basis for antiatherosclerotic efficacy	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Benitez-Amaro et al. (2019)	Vicenta Llorente	2019-06-26	2019	06	26	Biomedical, LDL, LRP1, proteomics, atherosclerosis, 
PXD011257	.temp.raw	66	09/02/2018 18:51:21	science.bms.lab	3		Orbitrap Fusion	Orbitrap Fusion	FSN10235	3.0.2022.16	3	0		None	0.500	20050	12520	1-20050	0-119.99	100-1958	FTMS + p NSI Full ms [400.0000-650.0000]	FTMS + c NSI d sa Full ms2 471.3282@etd132.19 471.3282@hcd40.00 [100.0000-953.0000]	981		1	Unknown		2:E4	0	10	2	1		Pre-fractionation extends, but creates a bias in the detectable HLA class Ι ligandome	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Demmers, Heck & Wu (2019)	W. Wu	2019-02-25	2019	02	25	Biology/Disease-Driven Human Proteome Project (B/D-HPP), Human Proteome Project, Technical, HLA class Ι ligandome, HLA class Ι peptide ligands, high pH reversed phase, strong cation exchan
PXD011275	.temp.raw	66	02/03/2018 16:56:32	science.bms.lab	3		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20276	3.0.2022.16	3	0		None	0.500	11279	5664	1-11279	0-40	100-2000	FTMS + p NSI Full ms [375.0000-2000.0000]	FTMS + p NSI Full ms [375.0000-2000.0000]	3049		1	Unknown		1:G4	0	1	2	1		Bottom-up LC-MS/MS and top-down LC-MS analysis of B-phycoerythrin	PRIDE	Porphyridium purpureum	Orbitrap Fusion Lumos	Dataset with its publication pending	Albert J.R. Heck	2019-05-09	2019	05	09	Biological, bpe, phycoerythrin, top-down, proteoform, bilin, 
PXD011307	.temp.raw	66	21/02/2018 16:18:15	Orbitrap_Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20202	3.0.2041	3	0		None	0.500	20280	15958	1-20280	0-52	107-6000	FTMS + p NSI Full ms [400.0000-1500.0000]	FTMS + c NSI d Full ms2 461.8117@hcd32.00 [110.0000-1396.0000]	4619		A1	Unknown	P1051 ES-17 MGL pulldown in Jurkat cells tryptic digest band 4	B4	0	3	2	1		Glycoproteomic analysis of MGL binding protein on acute T cell leukemia cells	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Pirro et al. (2018)	Paul Hensbergen	2019-01-02	2019	01	02	Biological, Biomedical, Glycoproteomics, lectin, Tn-antigen, leukemia, O-glycosylation, 
PXD011344	.temp.raw	66	30/08/2018 17:34:59	Orbitrap Fusion	4		Orbitrap Fusion	Orbitrap Fusion	FSN10172	3.0.2041	3	0		None	0.500	74106	66136	1-74106	0-120	120-2000	FTMS + c NSI Full ms [400.0000-1500.0000]	FTMS + c NSI Full ms [400.0000-1500.0000]	10515		1	Unknown	Jan Zylicz - CL18 HDAC3-FLAG - 05 - 001	GB2	0	5	1	1		The role of early chromatin changes in X chromosome inactivation	PRIDE	Mus musculus 	Orbitrap Fusion	Żylicz et al. (2019)	Damarys Loew	2019-01-17	2019	01	17	Biological, X chromosome inactivation, mouse embryonic stem cells, epigenomics, transcriptomics, histone deacetylation, Polycomb, histone acetylation, 
PXD011440	.temp.raw	66	19/10/2018 23:41:36	Thermo Scientific	6		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20148	3.0.2041	3	0		None	0.500	16901	11628	1-16901	0-65	92-2000	FTMS + p NSI Full ms [350.0000-1800.0000]	FTMS + p NSI Full ms [350.0000-1800.0000]	4316		1	Unknown		RA5	0	6	4	1		tgPOFUT2 mediated glycosylation_pft line controls	PRIDE	Toxoplasma gondii GT1	Orbitrap Fusion Lumos	Khurana et al. (2018)	Nichollas Scott	2018-12-04	2018	12	04	glycosylation, Toxoplasma, 
PXD011444	.temp.raw	66	15/02/2018 15:38:03	Orbitrap_Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20153	3.0.2041	3	0		None	0.500	63521	28929	1-63521	0-150	105-2000	FTMS + c NSI Full ms [350.0000-1400.0000]	FTMS + c NSI d Full ms3 963.2527@cid35.00 467.2140@hcd65.00 [110.0000-1768.0000]	33504	pm_07	Sample048	Unknown		A7	0	1.75	3	0		Integrative MHC-I peptidome quantitation with isobaric tagging mass spectrometry	PRIDE	Mus musculus 	Orbitrap Fusion	Murphy et al. (2019)	Shashi Gujar	2019-03-05	2019	03	05	MHC-I Peptides, Source Proteins, 
PXD011466	.temp.raw	66	08/03/2018 00:58:14	epfl-pcf	3		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20231	3.0.2041	3	0		None	0.500	148794	137327	1-148794	10.01-190.01	110-2000	FTMS + p NSI Full ms [375.0000-1500.0000]	ITMS + c NSI r d Full ms2 1045.0660@hcd30.00 [110.0000-2000.0000]	12034		1	Unknown		RB2	0	2	4	1		Mass-spectrometry-based analysis of the secretome of M. tuberculosis mutants	PRIDE	Mycobacterium tuberculosis H37Rv	Orbitrap Fusion Lumos	Sala et al. (2018)	Stewart Thomas Cole	2018-12-10	2018	12	10	Biomedical, Mycobacterium tuberculosis, ESX-1, 
PXD011545	.temp.raw	66	07/06/2017 09:04:28	lumos04	3		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20250	3.0.1911	3	0		None	0.500	235424	227886	1-235424	0-120.01	200-1350	FTMS + p NSI Full ms [300.0000-1350.0000]	ITMS + c NSI r d Full ms2 359.3312@hcd25.00 [200.0000-1200.0000]	14406		1	Unknown		BE8	0	0.6	23	1		Systems-level Analysis of Oxygen Exposure in Zymomonas mobilis: Implications for Isoprenoid Production	PRIDE	Zymomonas mobilis	Orbitrap Fusion Lumos	Martien et al. (2019)	Joshua Jacques Coon	2019-01-18	2019	01	18	Biological, Zymomonas mobilis, Isoprenoid, Biofuels, Orbitrap Fusion Lumos, 
PXD011631	.temp.raw	66	27/02/2018 21:40:03	Thermo Scientific	3		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20170	3.0.2022.16	3	0		None	0.500	21565	16906	1-21565	0-60	100-2000	FTMS + p NSI Full ms [375.0000-1500.0000]	FTMS + p NSI Full ms [375.0000-1500.0000]	3775	OLA_RUCA_PARIB_TMT10_R3_F2	1	Unknown		GE2	0	0.5	28	0		Large-scale Profiling of ADP-Ribosylome by Chemical Proteomics	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Dataset with its publication pending	Peter A. DiMaggio	2019-05-01	2019	05	01	MDA-MB-231, TMT, NAD, 
PXD011653	.temp.raw	66	26/03/2018 17:29:21	Orbitrap_Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20153	3.0.7	3	0		None	0.500	18016	15445	1-18016	0.01-45	100-2000	FTMS + c NSI Full ms [400.0000-1400.0000]	FTMS + c NSI Full ms [400.0000-1400.0000]	4781	jp_8273	Sample048	Unknown		1-v5	0	1	29	0		TKO6: A Peptide Standard to Assess Interference for Unit-Resolved Isobaric Labeling Platforms	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion Lumos	Paulo et al. (2018)	Joao A. Paulo	2019-03-07	2019	03	07	Technical, TKO, interference, TMT, iTRAQ, SPS-MS3, 
PXD011654	.temp.raw	66	04/08/2017 10:55:32	Orbitrap_Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20153	3.0.2001	3	0		None	0.500	45393	20048	1-45393	0-150	91-2000	FTMS + c NSI Full ms [350.0000-1400.0000]	FTMS + c NSI Full ms [350.0000-1400.0000]	23011	QY_TKO_3notch_04iso_18um_rep2	Sample783	Unknown		e2	0	1	5	0		A web-based search tool for visualizing instrument performance using the Triple Knockout (TKO) proteome standard	PRIDE	Bos taurus , Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion Lumos	Gygi et al. (2018)	Joao A. Paulo	2018-12-04	2018	12	04	Technical, TKO, interference, TMT, iTRAQ, SPS-MS3, TVT, Shiny, 
PXD011655	.temp.raw	66	10/10/2018 19:08:12	fusionlumos	5		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	CA2-MP10	3.0.2022.16	3	0		None	0.500	78657	68571	1-78657	0-103	110-2000	FTMS + p NSI Full ms [197.0777-1500.0000]	ITMS + c NSI r d Full ms2 846.1410@hcd28.00 [110.0000-1703.0000]	11224		3	Unknown		GD6	0	5.6	8	1		Single-cell census of the colonic epithelium reveals goblet cell drivers of barrier breakdown in inflammatory bowel disease	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Parikh et al. (2019)	Roman Fischer	2019-02-15	2019	02	15	Human, Inflammatory Bowel Disease, LC-MS/MS, 
PXD011690	.temp.raw	66	08/01/2019 22:08:26	Orbitrap Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20365	3.0.2041	3	0		None	0.500	2067	2066	1-2067	20.03-63	100-2000	FTMS + c NSI sa Full ms2 510.5854@etd47.80 510.5854@hcd25.00 [100.0000-2000.0000]	FTMS + c NSI sa Full ms2 1020.7574@etd47.80 1020.7574@hcd25.00 [100.0000-2000.0000]	6		A1	Unknown		F1	0	2	2	1		A study into the ADP-ribosylome of IFN--stimulated THP-1 human macrophage-like cells identifies ARTD8/PARP14 and ARTD9/PARP9 ADP-ribosylation	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Higashi et al. (2019)	SASHA SINGH	2020-01-27	2020	01	27	higher-energy collision dissociation (HCD), electron transfer higher-energy collision dissociation (EThcD), Orbitrap Fusion Lumos, gas phase segmentation, parallel reaction monitoring (PRM), proteomics, post-translational modification (
PXD011691	.temp.raw	66	20/04/2018 07:01:12	dodo	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20185	3.0.2041	3	0		None	0.500	75610	34482	1-75610	0-135.01	100-2000	FTMS + p NSI Full ms [375.0000-1500.0000]	FTMS + p NSI d Full ms3 1477.6748@hcd35.00 401.2650@hcd65.00 [100.0000-1073.0000]	38725		mouse+UPS2	Unknown		D6	0	1	5	1		Comparison of DIA and TMT based protein quantification in complex background	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Dataset with its publication pending	Lukas Reiter	2019-01-25	2019	01	25	Technical, DIA, TMT, Orbitrap Fusion Lumos, 
PXD011723	.temp.raw	66	15/09/2017 01:34:07	fusionlumos	5		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	CA2-MP10	3.0.2022.16	3	0		None	0.500	29785	21189	1-29785	0-105	100-2000	FTMS + p NSI Full ms [197.0777-1500.0000]	FTMS + p NSI Full ms [197.0777-1500.0000]	2842		3	Unknown		RD7	0	5	37	1		MS-rescue: A Computational Pipeline to Increase the Quality and Yield of Immunopeptidomics Experiments	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Andreatta et al. (2018)	Nicola Ternette	2019-01-02	2019	01	02	Biology/Disease-Driven Human Proteome Project (B/D-HPP), Human Proteome Project, Technical, Biomedical, Immunopeptidome, HLA, LC-MS/MS, NetMHCpan, Binding Prediction, 
PXD011794	.temp.raw	66	24/03/2018 09:35:08	fusionlumos	5		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	CA2-MP10	3.0.2022.16	3	0		None	0.500	31484	23322	1-31484	0-104.99	100-2000	FTMS + p NSI Full ms [197.0777-1500.0000]	FTMS + p NSI Full ms [197.0777-1500.0000]	5828		3	Unknown		GD7	0	9	6	1		MS-rescue: A Computational Pipeline to Increase the Quality and Yield of Immunopeptidomics Experiments, part 2	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Andreatta et al. (2018)	Nicola Ternette	2019-01-02	2019	01	02	Biology/Disease-Driven Human Proteome Project (B/D-HPP), Human Proteome Project, Technical, Biomedical, MHC, immunopeptidomics, TC-1, 
PXD011850	.temp.raw	66	03/11/2018 03:42:01	fusionlumos	5		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	CA2-MP10	3.0.2022.16	3	0		None	0.500	40694	26684	1-40694	0-103	110-2000	FTMS + p NSI Full ms [197.0777-1500.0000]	ITMS + c NSI r d Full ms2 1321.9866@hcd28.00 [110.0000-2000.0000]	4939		3	Unknown		RE2	0	6	6	1		MDC1 interacts with TOPBP1 to maintain chromosomal stability during mitosis	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Leimbacher et al. (2019)	Roman Fischer	2019-03-25	2019	03	25	MDC1 TOPBP1 Mitosis, 
PXD011859	.temp.raw	66	29/07/2018 01:39:56	Orbitrap Lumos	3		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20442	3.0.2022.16	3	0		None	0.500	61181	27788	1-61181	5.01-150	98-2000	FTMS + p NSI Full ms [375.0000-1550.0000]	FTMS + p NSI d Full ms3 569.3617@cid35.00 440.1781@hcd60.00 [100.0000-500.0000]	17936		1	Unknown		RA4	0	15	6	1		Mitochondrial mutant Caenorhabditis elegans phosphoproteome	PRIDE	Caenorhabditis elegans	Orbitrap Fusion	Gioran et al. (2019)	Daniele Bano	2019-02-13	2019	02	13	Biological, Caenorhabditis elegans, mitochondria, mitochondrial deficiency, Complex I, insulin signaling, IIS, metabolism, 
PXD011979	.temp.raw	66	12/03/2018 00:20:44	Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20348	3.0.2041	3	0		None	0.500	9136	3639	1-9136	0-21	100-2000	FTMS + p NSI Full ms [550.0000-1800.0000]	FTMS + c NSI d Full ms3 1038.5580@cid35.00 1020.4060@hcd65.00 [100.0000-300.0000]	5495			Unknown	%COMMENT%	EvoSlot 2:60	0	0	0	1		An oxygen-sensing network of RNA-binding proteins controls glycolysis via hypoxic translatome remodeling.	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Ho et al. (2020)	Stephen Lee	2020-07-01	2020	07	01	Biological, Biomedical, Translation, hypoxia, glycolysis, PCBP1, PCBP2, HuR, hnRNP A2/B1, PTBP1, HIF, HIF-2α, 
PXD011987	.temp.raw	66	29/08/2017 05:15:40	Thermo Scientific	3		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20170	3.0.2022.16	3	0		None	0.500	50178	43596	1-50178	0-139.99	100-2000	FTMS + p NSI Full ms [400.0000-1400.0000]	FTMS + p NSI Full ms [400.0000-1400.0000]	8312	CCC8301 TiO2 High pH Fraction 3 APD	1	Unknown		RC3	0	8	34	0		Cyclin Specificity Governs Centrosomal Cyclin/CDK Localisation and is Necessary for the G2/M Transition	PRIDE	Schizosaccharomyces pombe 927	Orbitrap Fusion Lumos	Velez et al. (2019)	Bram Snijders	2019-05-27	2019	05	27	Biological, CDK Mitosis TMT Phosphorylation, 
PXD012031	.temp.raw	66	13/02/2018 03:50:48	Orbitrap Fusion	3		Orbitrap Fusion	Orbitrap Fusion	FSN10260	3.0.2041	3	0		None	0.500	52438	21807	1-52438	0-119.99	98-2000	FTMS + p NSI Full ms [375.0000-1500.0000]	FTMS + p NSI Full ms [375.0000-1500.0000]	21816		GA9	Unknown		GA2	0	7	8	1		Intestinal crypt cells and the microbiome undergo abrupt reprogramming at the onset of colonic infection	PRIDE	Mus musculus , Citrobacter rodentium	Orbitrap Fusion	Hopkins et al. (2019)	Jyoti Choudhary	2019-03-05	2019	03	05	Mouse, Colon, Infection, citrobacter, tmt,, 
PXD012069	.temp.raw	66	30/09/2018 18:34:44	Orbitrap Lumos	7		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20503	3.0.2041	3	0		None	0.500	63454	53268	1-63454	0-179.99	100-2000	FTMS + p NSI Full ms [350.0000-1500.0000]	FTMS + p NSI Full ms [350.0000-1500.0000]	7676		1	Unknown		GB2	0	10	4	1		The FGF4-dependent phosphoproteome in mouse embryonic stem cells	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Fernandez-Alonso et al. (2020)	Greg Findlay	2020-02-24	2020	02	24	Biological, Kinase, phosphorylation, growth factor, mouse embryonic stem cell, 
PXD012101	.temp.raw	66	06/03/2018 04:38:53	fusionlumos	5		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	CA2-MP10	3.0.2022.16	3	0		None	0.500	34503	21952	1-34503	0-103	110-2000	FTMS + p NSI Full ms [197.0777-1500.0000]	ITMS + c NSI r d Full ms2 729.1533@hcd28.00 [110.0000-1469.0000]	3965		3	Unknown		BA7	0	6	8	1		Development of a sensitive, scalable method for spatial, cell-type-resolved proteomics of the human brain	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Davis et al. (2019)	Roman Fischer	2019-03-04	2019	03	04	LC-MS/MS, Laser Capture Microdissection, Tissue Proteomics, Spatially Resolved Proteomics, Brain, 
