Dataset Identifier	Title	Repos	Species	Instrument	Publication	LabHead	Announce Date	Keywords
PXD010398	Human hTERT-RPE1 cell AP-MS Dynein-2 intermediate chains	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Vuolo et al. (2018)	David Stephens	2018-11-04	Biological, Human hTERT-RPE1, 
PXD011183	Urinary proteomics by 2DE and LC-MS/MS	PRIDE	Homo sapiens 	Q Exactive; LTQ Orbitrap	Magagnotti et al. (2018)	Annapaola Andolfo	2018-11-04	Biomedical, type 1 diabetes, predictive biomarkers, diabetic nephropathy, urine, 
PXD010588	Discerning strain specific beta-lactam drug resistance of P. aeruginosa	PRIDE	Pseudomonas aeruginosa	LTQ Orbitrap	10.1016/j.ijms.2018.12.013	Anthony Michael Haag	2018-11-04	Biomedical, P. aruginosa, drug resistance, bacteria, 
PXD011510	Critical role of the UBL-domain in stimulating the E3 ubiquitin ligase activity of UHRF1 towards chromatin	PRIDE	Mus musculus , Homo sapiens 	LTQ Orbitrap Velos; LTQ Orbitrap	Foster et al. (2018)	Till Bartke	2018-11-04	Biological, UHRF1, chromatin, ubiquitylation, Ubiquitin-like fold, DNA methylation, Histone modification, 
PXD009649	Proteomic analysis of the Ade6-M26 meiotic recombination hotspot in the fission yeast schizosaccharomyces pombe	PRIDE	Schizosaccharomyces pombe	Orbitrap Fusion	Storey et al. (2018)	Wayne P Wahls	2018-11-04	Biological, meiotic recombination hotspot m26 affinity purification, 
PXD009442	Linezolid suppresses growth of tumours dervived from triple negative breast cancer, cancer chemoresistant and cancer stem-like cells through the induction of mitochondrial dysfunction	PRIDE	Homo sapiens 	LTQ Orbitrap Elite	Abad et al. (2018)	Zbynek Zdrahal	2018-11-04	Biomedical, Cancer, Cancer stem cells, Therapy resistance, Antibiotics, Autophagy, ROS, LC-MS/MS, 
PXD009748	Proximity labeling and identification of the proteins that interact with Siglec-14 on THP-1 cells	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Huang et al. (2018)	Takashi Angata	2018-11-04	Biological, Siglec-14, cis-ligand, proximity labeling, THP-1, 
PXD007097	Effects of thermal stress on Lactobacillus casei GCRL163	PRIDE	Escherichia coli	LTQ Orbitrap	Adu et al. (2018)	Dr Richard Wilson	2018-11-04	Biological, Lactic acid bacteria, quantitative proteomics, heat stress, bioreactors, 
PXD011256	Analysis of YAP1 phosphorylation sites induced by TAK1	PRIDE	Homo sapiens 	LTQ Orbitrap Elite	Deng et al. (2018)	Hai Song	2018-11-04	Human, 
PXD010502	Digestion of mother’s milk and fortifier proteins in the infant stomach	jPOST	Homo sapiens 	LTQ Orbitrap	Dataset with its publication pending	David Dallas	2018-11-03	preterm infant, peptidomics, functional peptide, gastric digestion, bovine, human, 
PXD010203	Blood Proteomics	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Kelly Frazer	2018-11-01	Blood, Fusion, Orbitrap, VTE, 
PXD009791	HLA-DM allotypes	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	�lvaro-Benito et al. (2018)	Christian Freund	2018-10-31	Biological, Antigen presentation/ MHC class II/ Immunopeptidome/ Peptide editing/ Polymorphism, 
PXD010717	A cross-linking-aided mass spectrometry workflow reveals extensive intracellular trafficking in time-resolved, signal-dependent EGFR proteome 	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Yi Wang	2018-10-30	EGFR, 
PXD010718	A cross-linking-aided PRM mass spectrometry for EGFR proteome 	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Yi Wang	2018-10-30	EGFR, 
PXD008960	Improvements to the rice genome annotation through large-scale analysis of RNA-Seq and proteomics data sets	PRIDE	Rice(O. sativa)	LTQ Orbitrap Velos; TripleTOF 5600; Q Exactive; LTQ Orbitrap	Ren et al. (2019)	Andrew R Jones	2018-10-30	Technical, Biological, Proteogenomics, Rice, RNA-Seq, Proteomics, Big data analysis, 
PXD009648	Cross-linking/mass spectrometry analysis of the AOC complex	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion Lumos	Anedchenko et al. (2018)	Juri Rappsilber	2018-10-30	Biological, Cross-linking/mass spectrometry, protein interaction, centromere, CENP-A, Okp1, Ame1, 
PXD009874	Toward the quantitative characterization of arginine phosphorylations in Staphylococcus aureus	PRIDE	Staphylococcus aureus	LTQ Orbitrap Velos; LTQ Orbitrap Elite	Junker et al. (2018)	D�rte Becher	2018-10-29	Biomedical, arginine phosphorylation, phosphopeptide enrichment, Staphylococcus aureus, spectral library, quantification, oxidative stress, SILAC quantification, hydrogen peroxide, amino acid metabolism, virulence, 
PXD008065	Protein ID of ϕXacN1	jPOST	cellular organisms	LTQ Orbitrap	Yoshikawa et al. (2018)	Takashi Yamada	2018-10-29	Xanthomonas citri, ϕXacN1, jumbo phage, , 
PXD008066	Inomata et al. npp1 proteome	jPOST	Oryza sativa	LTQ Orbitrap	Dataset with its publication pending	Toshiaki Mitsui	2018-10-29	ATP・CO2・Heat stress・NPP・Oryza sativa・Plastid・Starch・Sucrose, 
PXD004687	Proteomic Quantification of Phosphorylation in Mouse HT22 Cells	PRIDE	Mus musculus 	LTQ Orbitrap	Zhang et al. (2017)	hong gang zhang	2018-10-29	Biological, Phosphorylation,Mouse HT22 Cells,SILAC,LC-MSMS, 
PXD004634	Deep Biosphere - Beatrix 326 BH2 (270712)	PRIDE	Sulfuritalea	LTQ Orbitrap Elite	Lau et al. (2018)	Maggie Lau	2018-10-29	Biological, deep subsurface ecosystem, native microbial community, crustal fluid, ecological trophic structure, sample-derived metatranscripome database, 
PXD010831	MIR sequences recruit zinc finger protein ZNF768 to expressed genes	PRIDE	Homo sapiens 	LTQ Orbitrap	Rohrmoser et al. (2018)	Prof. Dr. Dirk Eick	2018-10-29	Biological, Zinc finger protein, heptad-repeats, mammalian interspersed repeats, gene regulation, placentalia, Elongator, 
PXD009162	Clostridium_ljungdahlii_QProteomics	MassIVE	Clostridium ljungdahlii	Orbitrap Fusion	no publication	David Gonzalez	2018-10-27	Clostridium ljungdahlii, Quantitative Proteomics, TMT, 
PXD002300	Host response to S. pneumoniae TIGR4 and ΔpotABCD	PRIDE	Mus musculus 	LTQ Orbitrap	Rai et al. (2016)	Bindu Nanduri	2018-10-27	Biological, Biomedical, streptococcal pneumonia, mouse, lung, 
PXD004086	Characterization of the PAK4 interactome by quantitative mass spectrometry	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Zhao et al. (2017)	Janne Lehti�	2018-10-27	Biological, PAK4, protein-protein interactions, pull-down, MS/MS, 
PXD004285	Non-intein splicing of RB47	PRIDE	Chlamydomonas reinhardtii	Orbitrap Fusion	Campbell & Stern (2016)	David Stern	2018-10-26	Biological, Intein, RB47, C. reinhardti, chloroplast, 
PXD004464	Alterations in kernel proteome after infection with Fusarium culmorum in two triticale cultivars with contrasting resistance to Fusarium head blight	PRIDE	Secale cereale x Triticum turgidum subsp. durum	LTQ Orbitrap Velos	Perlikowski et al. (2016)	Michal Dadlez	2018-10-26	Biological, LC-MSMS, leaf, triticale, 
PXD004882	Greatwall kinase regulates SAC by controlling phosphorylation and activity of MPS1	PRIDE	Mus musculus 	LTQ Orbitrap	Diril et al. (2016)	Jayantha Gunaratne	2018-10-26	Biological, Greatwall kinase/Mastl/cyclin-dependent kinase/knockout mice/Cdk1/MPS1/SAC, 
PXD004906	Multisite phosphorylation of NuMA-related LIN-5 controls mitotic spindle positioning in C. elegans	PRIDE	Caenorhabditis elegans	LTQ Orbitrap Velos	Portegijs et al. (2016)	Sander van den Heuvel	2018-10-26	Biological, phosphorylation, LIN5, spindle, 
PXD004931	Two distinct extracellular protein signatures released by a single cell type identified by LC-MS/MS	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	L�sser et al. (2017)	Jan L�tvall	2018-10-26	Biological, Exosome, 
PXD004935	The EML4-ALK Interactome in Lung Cancer	PRIDE	Homo sapiens 	LTQ Orbitrap	Zhang et al. (2016)	Eric B. Haura, MD	2018-10-26	Biological, Biomedical, Human, Lung Cancer, EML4-ALK, Interactome, 
PXD005008	Negative regulation of Type I IFN signaling by phosphorylation of STAT2 on T387	PRIDE	Homo sapiens 	LTQ Orbitrap Elite	Wang et al. (2017)	Belinda Willard	2018-10-26	Biomedical, STAT2, Phosphorylation, 
PXD005042	Global lysine acetylome analysis of Picea asperata somatic 1 embryos during partial desiccation	PRIDE	Picea asperata	LTQ Orbitrap	Xia et al. (2016)	Wang junhui	2018-10-26	Biological, Picea asperata, acetylome, LC-MSMS, 
PXD005048	Proteomic characterization of exosomes derived from malaria-infected reticulocytes, in a murine malaria model	PRIDE	Mus musculus , Plasmodium yoelii	LTQ Orbitrap Velos	Mart�n-Jaular et al. (2016)	Hernando Antonio del Portillo	2018-10-26	Biomedical, exosomes, reticulocytes, malaria, spleen, 
PXD005074	Comparative Analysis of two Helicobacter pylori Strains using Genomics and Mass Spectrometry-Based Proteomics	PRIDE	Helicobacter pylori	LTQ Orbitrap	Karlsson et al. (2016)	Carina Sihlbom	2018-10-26	Biological, Biomedical, Genomics, Helicobacter pylori, MaxQuant, protein expression, proteomics, TMT, 
PXD005361	Nicotine-induced protein expression profiling reveals mutually altered proteins across four human cell lines	PRIDE	Homo sapiens 	Orbitrap Fusion	Paulo & Gygi (2017)	Joao A. Paulo	2018-10-26	Biomedical, TMT, Orbitrap Fusion, nicotine, pancreas, SPS-MS3, 
PXD005362	Increased Hemodynamic Load in Early Embryonic Stages Alters Endocardial to Mesenchymal Transition	PRIDE	Gallus gallus 	Orbitrap Fusion	Midgett et al. (2017)	Sandra Rugonyi	2018-10-26	Biomedical, heart development, chick embryos, hemodynamics, increased load, 10-plex TMT labeling, shotgun proteomics, 
PXD005419	Asian citrus psyllid gut LC-MSMS	PRIDE	Diaphorina citri (Asian citrus psyllid)	Orbitrap Fusion	Kruse et al. (2017)	Michelle Cilia	2018-10-26	Biological, ACP, Diaphorina citri, gut, citrus, psyllid, LC-MSMS, Wolbachia, Candidatus Liberibacter asiaticus, 
PXD005488	Serine/threonine phosphatases and aquaporin-2 regulation in renal collecting duct	PRIDE	Rattus norvegicus 	LTQ Orbitrap Elite	LeMaire et al. (2017)	Mark A. Knepper	2018-10-26	Biological, systems biology, collecting duct, kidney, vasopressin, LC-MS/MS, 
PXD005500	Orthogonal ubiquitin transfer identifies ubiquitination substrates under differential control by the two ubiquitin enzymes	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Liu et al. (2017)	Professor Hiroaki Kiyokawa	2018-10-26	Biological, Ubquitin, LC/MS,, 
PXD005537	Proteomics profiling of Neuronal Mitochondria	PRIDE	Rattus norvegicus 	LTQ Orbitrap Velos	Graham et al. (2017)	Tom Wishart	2018-10-26	Biological, synapse, mitochondria, proteomics, neuron, neurodegeneration, 
PXD005539	Human melanoma-derived extracellular vesicles reprogram dendritic cells potentially enabling lymph node metastases	PRIDE	Homo sapiens 	Q Exactive; LTQ Orbitrap Elite	Maus et al. (2017)	Svetomir N Markovic	2018-10-26	Biomedical, Extracellular vesicles1, Dendritic cells2, Lymphatics3, Metastasis4, Tumor Immunology5, 
PXD005563	Comparative genomics reveals high biological diversity and specific adaptations in the fungal genus Aspergillus	PRIDE	Aspergillus versicolor, Aspergillus sydowii, Aspergillus wentii, Aspergillus foetidus var. acidus, Aspergillus brasiliensis, Aspergillus aculeatus ATCC 16872, Aspergillus carbonarius ITEM 5010, Aspergillus zonatus, Aspergillus tubingensis	LTQ Orbitrap Velos	de Vries et al. (2017)	Ronald de Vries	2018-10-26	Biological, Aspergilli, extracellular proteins, biomass degradation, LC-MS/MS, 
PXD005646	SILAC-based Quantitative Proteomic Analysis Unveiled the Arsenite-induced Perturbation of Multiple Pathways in Human Skin Fibroblast Cells	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Zhang, Xiao & Wang (2017)	Fan Zhang	2018-10-26	arsenite, oxidative stress, quantitative proteomics, mass spectrometry, SILAC, 
PXD005656	Human naive T-cell secretome, activated and non-activated	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Baker et al. (2017)	Peter Verhaert	2018-10-26	Chromosome-centric Human Proteome Project (C-HPP), Biology/Disease-Driven Human Proteome Project (B/D-HPP), Human Proteome Project, Biomedical, Human, T-cell, secretome, interleukin-9, 
PXD005680	Application of Simulation Model to Uncover the Mechanisms of Flooding Tolerance and Difference between Flooding and Drought in Soybean	PRIDE	Glycine max (Glycine hispida)	LTQ Orbitrap	Wang, Sakata & Komatsu (2018)	Setsuko Komatsu	2018-10-26	Technical, abscisic acid, drought, flooding, mutant, proteomics, root, soybean, simulation, 
PXD005696	Proteomics of Matrigel, LC-MS/MS	PRIDE	Mus musculus 	LTQ Orbitrap Elite	Rijal & Li (2017)	Weimin Li	2018-10-26	Biomedical, Matrigel, Tissue matrix scaffold, ECM, TMS, LC-MS/MS, 
PXD005697	Proteomics of tissue matrix scaffold derived from decellularized mice mammary tissues, LC-MS/MS	PRIDE	Mus musculus 	LTQ Orbitrap Elite	Rijal & Li (2017)	Weimin Li	2018-10-26	Biomedical, Decellularization, breast/mammary tissue, ECM, tissue matrix scaffold, TMS, LC-MS/MS, 
PXD005699	Application of carbohydrate arrays coupled with mass spectrometry to detect activity of plant-polysaccharide degradative enzymes from the fungus Aspergillus niger	PRIDE	Aspergillus niger	LTQ Orbitrap Velos	van Munster et al. (2017)	David Archer	2018-10-26	Technical, Aspergillus niger, plant-polysaccharide degrading enzymes, CAZymes, lignocellulose, 
PXD005734	ABPP of Ibrutinib Resistance in B Cell Malignancies	PRIDE	Homo sapiens 	LTQ Orbitrap	Zhao et al. (2017)	Jianguo Tao, MD/PhD	2018-10-26	Biomedical, activity-based protein profiling, LC-MS/MS, B-cell cancers, Ibrutinib, 
PXD005765	HLA-E Presents Glycopeptides from the Mtb Protein MPT32 to Human CD8 T Cells	PRIDE	Mycobacterium tuberculosis	LTQ; LTQ Orbitrap	Harriff et al. (2017)	Karen Marie Dobos	2018-10-26	Biological, Biomedical, HLA-E, Mycobacterium tuberculosis, CD8 T Cells, 
PXD005792	Identification of β-Catenin-Interacting Proteins in Nuclei of Aquaporin-2-Expressing Rat Collecting Duct Cells	PRIDE	Rattus norvegicus 	LTQ Orbitrap Elite	Hwang et al. (2017)	Mark A. Knepper	2018-10-26	Biological, Biomedical, aquaporin-2, transcription, transcriptional co-regulator, kidney, 
PXD005855	Multi-omics Analysis of Salmonella enterica Serovar Typhimurium Infection of Wild Type C57BL/6 and Immunodeficient gp91-/-phox Mice	PRIDE	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	LTQ Orbitrap Velos	Oshota et al. (2017)	Jyoti Choudhary	2018-10-26	Biological, Biomedical, Salmonella, Gel, LC-MS/MS, 
PXD005907	Mass spectrometry identification of Trypanosoma brucei bloodstream form proteins that interacts with Ins(1,4,5)P3 and Ins(1,3,4,5)P4.	PRIDE	Trypanosoma brucei	LTQ Orbitrap	Cestari, Anupama & Stuart (2018)	Dr. Kenneth D. Stuart	2018-10-26	Biological, Biomedical, Trypanosoma brucei,Ins(1,4,5)P3,Ins(1,3,4,5)P4, 
PXD005981	Tailoring protein nanomechanics with chemical reactivity	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Beedle et al. (2017)	Sergi Garcia-Manyes	2018-10-26	Biological, LC-MS/MS, cysteine modifications, 
PXD006036	Metabolic control of primed human pluripotent stem cell fate and function by the miR-200c-SIRT2 axis	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Cha et al. (2017)	Kwang-Soo Kim	2018-10-26	Biological, Biomedical, human pluripotent stem cells, acetylation, SIRT2, differentiation, 
PXD006049	Proteomic analysis of antigen-capturing nanoparticles	PRIDE	Mus musculus 	LTQ Orbitrap Velos	Min et al. (2017)	Andrew Z. Wang	2018-10-26	Biomedical, nanoparticles, cancer immunotherapy, 
PXD006087	Astrocyte-shed extracellular vesicles regulate the peripheral leukocyte response to inflammatory brain lesions	PRIDE	Mus musculus 	LTQ Orbitrap Elite	Dickens et al. (2017)	Norman J Haughey	2018-10-26	Biomedical, Extracellular vesicles, IL-1beta, brain injury, neuroinflammation, 
PXD004205	Plasma Biomarker Profile Altered Through Variable Blood Storage	PRIDE	Homo sapiens 	LTQ Orbitrap Elite	Kaisar et al. (2016)	Benedikt Kessler	2018-10-26	Technical, Biomedical, Blood, Plasma, Degradome, 
PXD004195	Proteomic and phosphoproteomic profiling of ErbB2-dependent signalling	PRIDE	Homo sapiens 	LTQ Orbitrap	Worthington, Spain & Timms (2017)	John Francis Timms	2018-10-26	Biological, ErbB2, breast cancer, LC-MS/MS, SILAC, phosphoproteomics, 
PXD004128	Phosphoproteome Analysis In Developing Wheat Grains Under Different Nitrogen Conditions	PRIDE	Triticum aestivum 	LTQ Orbitrap Elite	Zhen et al. (2017)	Yueming Yan	2018-10-26	Biological, wheat seeds nitrogen LC-MS/MS, 
PXD004103	Comparative interactomes of VRK1 and VRK3: implication in cell cycle, chromatin assembly, RNA processing and DNA repair	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Lee et al. (2017)	Kwan Yong Choi	2018-10-26	Biological, VRK1, VRK3, interactome, 
PXD004088	P falciparum Pf377 protein complex in gametocytes	PRIDE	Plasmodium falciparum (isolate 3D7)	LTQ Orbitrap Velos	Su�rez-Cort�s et al. (2016)	Edwin Lasonder	2018-10-26	Biology/Disease-Driven Human Proteome Project (B/D-HPP), Biomedical, malaria, P. falciparum, Pf377, gametocyte, osmiophilic body, 
PXD004073	iTRAQ quantification of hippocampal proteins in a mouse model of unpredictable maternal separation and maternal stress	PRIDE	Mus musculus 	LTQ Orbitrap Velos	Gapp et al. (2016)	Isabelle M Mansuy	2018-10-26	Biological, Biomedical, paternal trauma, trangenerational inheritance, environmental enrichment, iTRAQ, mouse, hippocampus, 
PXD004026	Clickable Glutathione Approach for Identification of Protein Glutathionylation in Response to Glucose Metabolism	PRIDE	Homo sapiens 	LTQ Orbitrap	Samarasinghe et al. (2016)	Eranthie Weerapana	2018-10-26	Biological, Glutathionylation, 
PXD003428	Succinylation proteome analysis of seedling leaves of Bd21	PRIDE	Brachypodium distachyon (Purple false brome) (Trachynia distachya)	LTQ Orbitrap Elite	Zhen et al. (2016)	Yueming Yan	2018-10-26	Biological, succinylation analysis seedling leaves of Bd21, 
PXD003522	Comparative Phosphoproteome Analysis of Seedling Leaves in Brachypodium distachyon. under Different Drought Conditions	PRIDE	Brachypodium distachyon (Purple false brome) (Trachynia distachya)	LTQ Orbitrap	Yuan et al. (2016)	Prof. Dr. Yueming Yan	2018-10-26	Biological, BrachypodiumdistachyonL.,phosphorylation proteins, drought stress, seeding leaves, signal transduction,bioinformatics, 
