Dataset Identifier	Title	Repos	Species	Instrument	Publication	LabHead	Announce Date	Keywords
PXD011654	A web-based search tool for visualizing instrument performance using the Triple Knockout (TKO) proteome standard	PRIDE	Bos taurus , Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion Lumos	Gygi et al. (2018)	Joao A. Paulo	2018-12-04	Technical, TKO, interference, TMT, iTRAQ, SPS-MS3, TVT, Shiny, 
PXD011440	tgPOFUT2 mediated glycosylation_pft line controls	PRIDE	Toxoplasma gondii GT1	Orbitrap Fusion Lumos	Khurana et al. (2018)	Nichollas Scott	2018-12-04	glycosylation, Toxoplasma, 
PXD010714	tgPOFUT2 mediated glycosylation	PRIDE	Toxoplasma gondii GT1	Orbitrap Fusion Lumos; Q Exactive	Khurana et al. (2018)	Nichollas Scott	2018-12-04	Glycoproteomics (B/D-HPP), Toxoplasma gondii, C-glycosylation, Fucosylation, MIC2, 
PXD010401	Notch2 controls non-autonomous Wnt-signalling in chronic lymphocytic leukaemia	PRIDE	Mus musculus 	Orbitrap Fusion	Mangolini et al. (2018)	Ingo Ringshausen	2018-12-04	Biological, Biomedical, NOTCH, WNT, CLL, plasma membrane, 
PXD009061	Comparison of proteomic sample preparation and data analysis methods by means of human follicular fluids	PRIDE	Homo sapiens 	Orbitrap Fusion ETD	Lehmann et al. (2018)	Prof. Hortense Slevogt	2018-12-04	Technical, Proteomics, Follicular fluids, Sample preparation, data analysis, 
PXD006353	An optimised method for CSF extracellular vesicle extraction and comparative proteomic analysis	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Thompson et al. (2018)	Pr. Benedikt Kessler	2018-11-30	Technical, Extracellular vesicles, cerebrospinal fluid, LC-MS/MS, 
PXD010991	Calcineurin dependent protein phosphorylation changes during egg activation in Drosophila melanogaster	PRIDE	Drosophila melanogaster (Fruit fly)	Orbitrap Fusion	Dataset with its publication pending	Mariana Federica Wolfner	2018-11-29	Biological, egg activation, phosphorylation, calcineurin, proteomics, Drosophila melanogaster, 
PXD009500	Bi-directional cell-pericellular matrix interactions direct stem cell fate	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Ferreira et al. (2018)	Bram Snijders	2018-11-26	Biological, stem cells, matrix proteins, interactions, fate, Lumos, orbitrap, SILAC, 
PXD005785	The effect of chronic inflammation on molecular pathways of long-term potentiation in an APP/PS1 mouse model of Alzheimer Disease	PRIDE	Mus musculus 	Orbitrap Fusion Lumos; Orbitrap Fusion	Thygesen et al. (2018)	Martin R. Larsen	2018-11-21	Biomedical, LPS, LTP, brain, neuroinflammation, 
PXD011697	Global proteomic profiling of Salmonella infection by a giant phage	PRIDE	Salmonella phage SPN3US	Orbitrap Fusion Lumos	Weintraub et al. (2019)	Julie Thomas	2018-11-21	Salmonella, phage SPN3US, infection, 
PXD011519	Mass spectrometry of Phage PhiKZ gp54 with the prohead protease gp175	PRIDE	Pseudomonas phage phiKZ	Orbitrap Fusion Lumos	Weintraub et al. (2019)	Julie Thomas	2018-11-21	Biological, Pseudomonas phage PhiKZ, prohead protease, 
PXD007154	Integrative proteomics reveals a protective role of PRC2 for the ground state pluripotent epigenome	PRIDE	Mus musculus 	Orbitrap Fusion; Q Exactive; Synapt MS	Dataset with its publication pending	Hendrik Marks	2018-11-21	Biological, Chromatin profiling, mouse embryonic stem cells, pluripotency, histone modifications, PRC2, 
PXD009025	Quantification of calcyclin and heat shock protein 90 in sera from women with and without preeclampsia by mass spectrometry	PRIDE	Homo sapiens 	Orbitrap Fusion	G�zel et al. (2018)	Theo Luider	2018-11-21	Biomedical, HSP90, placenta, preeclampsia, PRM, serum, S100A6, 
PXD011061	Bi-directional signaling by membrane-bound KitL induces proliferation and co-ordinates thymic endothelial cell and thymocyte expansion	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Buono et al. (2018)	Roman Fischer	2018-11-21	Kit ligand, thymocyte expansion, bi-directional signalling, 
PXD009417	Proteomics of MCF7 cells (LC-MS/MS Orbitrap Fusion Tribrid)	PRIDE	Homo sapiens 	Orbitrap Fusion	Clamer et al. (2018)	Gabriella Viero	2018-11-21	Technical, translation, RiboLace, polysome profiling, RNA-seq, POL-seq, MCF7, 
PXD009224	Chemical cross-linking enables drafting ClpXP proximity maps and taking snapshots of in vivo interaction networks	PRIDE	Escherichia coli, Homo sapiens , Staphylococcus aureus	Orbitrap Fusion ETD; Q Exactive	Fux et al. (2018)	Stephan A. Sieber	2018-11-21	Technical, Biological, chemical cross-linking, ClpP, ClpXP, co-IP, interacting proteins, 
PXD011456	Global analysis of methionine oxidation provides a census of folding stabilities for the human proteome	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos; Q Exactive	Walker et al. (2019)	Sina Ghaemmaghami	2018-11-21	Biological, Human, protein stability, protein folding, quantitative proteomics, methionine oxidation, Lumos, 
PXD011494	Recombinant HIV-1 426c Env Tryptic Digest Glycan Identifications and Semi-Quantification	PRIDE	Human immunodeficiency virus 1	Orbitrap Fusion ETD	Borst et al. (2018)	David Veesler	2018-11-21	Biomedical, VRC01, VRC01GL, GLVRC01, HIV, Human Immunodeficiency Virus, HIV-1, 426c, gp120, Vaccine, Immunogen, Glycan, Oligosaccharide, EndoH, Mannose, CryoEM, Xray Crystallography, 
PXD008383	Distribution of Collagen in Colorectal Liver Metastasis and Normal Liver tissue	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Dataset with its publication pending	Theo M. Luider	2018-11-21	Biomedical, Collagen Mass spectrometry Proteomics Colorectal liver metastasis, 
PXD010316	Sulfurospirillum_fermentation_firstData	PRIDE	Sulfurospirillum multivorans, Sulfurospirillum cavolei, Sulfurospirillum cavolei NBRC 109482	Orbitrap Fusion	Dataset with its publication pending	Lorenz Adrian	2018-11-07	Biological, Sulfurospirillum hydrogenase hydrogen fermentation, 
PXD010303	Sulfurospirillum_fermentation - The experiments were done to investigate fermentation and hydrogen production by the Epsilonproteobacterium Sulfurospirillum multivorans and Sulfurospirillum cavolei. they were grown on pyurvate with or without the electron	PRIDE	Sulfurospirillum multivorans	Orbitrap Fusion	Dataset with its publication pending	Lorenz Adrian	2018-11-07	Biological, Sulfurospirillum hydrogenase hydrogen fermentation, 
PXD010805	Dynamic proteomics reveals unexpected plasticity of cellular proteome	PRIDE	Homo sapiens 	Orbitrap Fusion	Dataset with its publication pending	Roman Zubarev	2018-11-07	Biological, Biomedical, mass spectrometry, time series, proteomics, 
PXD007762	Dynamic proteomics reveals unexpected plasticity of cellular proteome: growth-related and drug-induced changes in cancer cells are comparable	PRIDE	Homo sapiens 	Orbitrap Fusion; Q Exactive Plus	Dataset with its publication pending	Roman Zubarev	2018-11-07	Biomedical, FITExP, mass spectrometry, proteomics, principal component analysis, time series, 
PXD008499	Proteomics characterization of the non-model microorganism: Nannochloropsis gaditana.	PRIDE	Nannochloropsis gaditana	Orbitrap Fusion	10.37247/PAMB.1.2020.45; Fern�ndez-Acero et al. (2019)	Francisco Javier Fern�ndez Acero	2018-11-07	Biological, Nannochloropsis gaditana, Microalgae, proteomics, non-model organism, 
PXD011118	A novel germline variant in CSF3R highlights the potent oncogenic effects of loss of N-glycosylation and its implication for therapeutic intervention	PRIDE	Arachis hypogaea , Arabidopsis thaliana (Mouse-ear cress), Candida albicans , Halobacterium salinarum, Brassica napus , Acyrthosiphon pisum (Pea aphid), Equus caballus , Enterococcus faecalis (Streptococcus faecalis), Bombyx mori (Silk moth), Caenorhabdit	Orbitrap Fusion Lumos	Spiciarich et al. (2018)	Prof. Julia Maxson	2018-11-06	Biomedical, CSF3R, GCSFR, myeloid leukemia, glycosylation, receptor activation, 
PXD006743	Proteome-wide changes in primary skin keratinocytes exposed to diesel particulate extract – a role for antioxidants in skin health	PRIDE	Homo sapiens 	Orbitrap Fusion	Rajagopalan et al. (2018)	Aditi Chatterjee	2018-11-06	Biomedical, Skin keratinocytes, pollution, tocopherol, mass spectrometry, quantitative proteomics, 
PXD009649	Proteomic analysis of the Ade6-M26 meiotic recombination hotspot in the fission yeast schizosaccharomyces pombe	PRIDE	Schizosaccharomyces pombe	Orbitrap Fusion	Storey et al. (2018)	Wayne P Wahls	2018-11-04	Biological, meiotic recombination hotspot m26 affinity purification, 
PXD009648	Cross-linking/mass spectrometry analysis of the AOC complex	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion Lumos	Anedchenko et al. (2018)	Juri Rappsilber	2018-10-30	Biological, Cross-linking/mass spectrometry, protein interaction, centromere, CENP-A, Okp1, Ame1, 
PXD004285	Non-intein splicing of RB47	PRIDE	Chlamydomonas reinhardtii	Orbitrap Fusion	Campbell & Stern (2016)	David Stern	2018-10-26	Biological, Intein, RB47, C. reinhardti, chloroplast, 
PXD005361	Nicotine-induced protein expression profiling reveals mutually altered proteins across four human cell lines	PRIDE	Homo sapiens 	Orbitrap Fusion	Paulo & Gygi (2017)	Joao A. Paulo	2018-10-26	Biomedical, TMT, Orbitrap Fusion, nicotine, pancreas, SPS-MS3, 
PXD005362	Increased Hemodynamic Load in Early Embryonic Stages Alters Endocardial to Mesenchymal Transition	PRIDE	Gallus gallus 	Orbitrap Fusion	Midgett et al. (2017)	Sandra Rugonyi	2018-10-26	Biomedical, heart development, chick embryos, hemodynamics, increased load, 10-plex TMT labeling, shotgun proteomics, 
PXD005419	Asian citrus psyllid gut LC-MSMS	PRIDE	Diaphorina citri (Asian citrus psyllid)	Orbitrap Fusion	Kruse et al. (2017)	Michelle Cilia	2018-10-26	Biological, ACP, Diaphorina citri, gut, citrus, psyllid, LC-MSMS, Wolbachia, Candidatus Liberibacter asiaticus, 
PXD003821	Arabidopsis Col-0 and cerk1 treated with chitosan or water	PRIDE	Arabidopsis thaliana (Mouse-ear cress)	Orbitrap Fusion ETD	Fakih et al. (2016)	Hugo Germain	2018-10-26	Biological, arabidopsis, PAMP- triggered immunity, chitosan, cerk1, 
PXD008580	iTRAQ-based quantitative phosphoproteomic analysis of a prp4ka mutant in Arabidopsis thaliana	PRIDE	Arabidopsis thaliana (Mouse-ear cress)	Orbitrap Fusion Lumos; Q Exactive	Kanno et al. (2018)	Antonius Matzke	2018-10-25	Biological, Arabidopsis thaliana, iTRAQ, quantitative phosphoproteomics, pre-mRNA splicing, prp4ka, 
PXD003097	Asian citrus psyllid Percoll gradient fraction proteome analysis Cilia lab	PRIDE	Diaphorina citri (Asian citrus psyllid)	Orbitrap Fusion	Ramsey et al. (2015)	Michelle Cilia	2018-10-25	Asian citrus psyllid, Diaphorina citri, Candidatus Liberibacter asiaticus, citrus greening, insect vector, endosymbiont, 
PXD003096	Asian citrus psyllid proteome: whole insect samples, with or without Candidatus Liberibacter asiaticus	PRIDE	Diaphorina citri (Asian citrus psyllid)	Orbitrap Fusion	Ramsey et al. (2015)	Michelle Cilia	2018-10-25	Biological, Asian citrus psyllid, Diaphorina citri, citrus greening, huanglongbing, insect vector, endosymbiont, 
PXD006164	Comparison of control and Elmod1 knockout utricle extracts using tandem mass tagging	PRIDE	Mus musculus 	Orbitrap Fusion ETD	Krey et al. (2018)	Peter Barr-Gillespie	2018-10-24	Biological, Hair cells, vestibular, inner ear, actin, ARF6, ELMOD1, MYO6, PTPRQ, 
PXD006358	Csde1 binds transcripts involved in protein homeostasis and controls their expression in erythropoiesis	PRIDE	Mus musculus 	Orbitrap Fusion ETD	Moore et al. (2018)	Alexander B Meijer	2018-10-24	Biological, Csde1, RNA-binding protein, translation, erythropoiesis, proteomics, Label-free qauntification, IBAQ, 
PXD006527	A thiol probe for measuring unfolded protein load and proteostasis in cells	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Chen et al. (2017)	Danny Hatters	2018-10-24	Biological, Mouse, Neuro2a, TPE-MI, SILAC, LC/MSMS, Orbitrap Fusion Lumos, 
PXD006753	Identification of novel Kv1.3 channel dependent mechanisms in microglial activation	PRIDE	Mus musculus 	Orbitrap Fusion	Rangaraju et al. (2017)	Nicholas T. Seyfried	2018-10-24	Biological, Biomedical, BV2, microglia, potassium channel, inflammation, systems pharmacology, 
PXD002413	Mouse myoblast fusion	PRIDE	Mus musculus 	Orbitrap Fusion ETD	Gardner et al. (2015)	Peter Rotwein	2018-10-24	Biological, mouse, myoblast, fusion, differentiation, 
PXD002097	Phosphotyrosine profiling of curcumin-induced signaling	PRIDE	Homo sapiens 	Orbitrap Fusion	Sathe et al. (2016)	Akhilesh Pandey	2018-10-24	Biomedical, Head and neck squamous cell carcinoma, Immunoaffinity purification, Curcumin, 
PXD002014	Integrated molecular phenotyping in chondrocytes identifies genes and pathways disrupted in osteoarthritis	PRIDE	Homo sapiens 	LTQ Orbitrap Velos; Orbitrap Fusion	Steinberg et al. (2017)	Jyoti Choudhary	2018-10-24	Biomedical, Human, Chondrocytes, TMT, Osteoarthritis, Label Free, 
PXD010630	Improvement of Peptide Separation for Exploring the Missing Proteins Localized on Membranes	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Zhang et al. (2018)	Siqi Liu	2018-10-24	Technical, Missing proteins,High concentration organic solvent, Membrane fraction,LC MS/MS, 
PXD007178	Unravelling MYO9A pathophysiology in CMS allows the identification of a therapeutic intervention concept	PRIDE	Mus musculus 	Orbitrap Fusion Lumos; LTQ Orbitrap Elite	O'Connor et al. (2018)	Dr. rer. nat. Andreas Roos	2018-10-23	Biological, Biomedical, NSC34, Myo9A, LC-MSMS, 
PXD007671	PKM2 methylation by CARM1 activates aerobic glycolysis to promote tumorigenesis	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Liu et al. (2017)	Lingjun Li	2018-10-23	Biological, Biomedical, breast cancer, LC-MS, 
PXD007852	Analysis of the Salivary Gland Transcriptome of Unfed and Partially Fed Amblyomma sculptum Ticks and Descriptive Proteome of the Saliva	PRIDE	Amblyomma sculptum	Orbitrap Fusion	Esteves et al. (2017)	Andrea Fogaca	2018-10-23	Biological, Amblyomma, tick, Salivary Glands, Blood feeding, Spotted fever, RNA-Seq, tran, 
PXD010002	Structural dynamics of the E6AP/UBE3A-E6-p53 enzyme-substrate complex	PRIDE	Homo sapiens , Human papillomavirus type 16	Orbitrap Fusion	Sailer et al. (2018)	Florian Stengel	2018-10-23	Biological, E6AP/UBE3A, E6 oncoprotein, papillomavirus, p53, ubiquitin, XL-MS, 
PXD008148	Cdc42 phosphorylation study	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Govek et al. (2018)	Mary E. Hatten	2018-10-22	Biological, Mouse, Phospho, brain, 
PXD008252	Nidogen-1 is a novel extracellular ligand for the NKp44 activating receptor	PRIDE	Homo sapiens 	Orbitrap Fusion	Gaggero et al. (2018)	Andrea Petretto	2018-10-22	Biological, Biomedical, NID1 NK NKp44 receptor, 
PXD008555	Integrated multi-omic analysis of M. tuberculosis H37Ra redefines virulence attributes	PRIDE	Mycobacterium tuberculosis H37Ra	Orbitrap Fusion	Pinto et al. (2018)	T. S. Keshava Prasad	2018-10-22	Biomedical, Tuberculosis, Next-Generation sequencing, Orbitrap, genome annotation, virulence attenuation, 
PXD009251	Comparative hippocampal synaptic proteomes of rodents and primates: differences in neuroplasticity-related proteins	PRIDE	Mus musculus , marmosets, Rattus norvegicus , Homo sapiens 	Orbitrap Fusion Lumos; TripleTOF 5600	Koopmans et al. (2018)	Ka Wan Li	2018-10-22	Biological, SWATH, mouse, rat, marmoset, human, species, proteomics, synapse, synaptosome, 
PXD008752	Erythrocytes lacking the Langereis blood group protein ABCB6 are resistant to Plasmodium falciparum malaria parasites	PRIDE	Homo sapiens 	Orbitrap Fusion	Egan et al. (2018)	Michael Weekes	2018-10-19	Biological, Biomedical, Human, Malaria, LC-MSMSMS, quantitative proteomics, tandem mass tag, host-pathogen interaction, 
PXD008967	Surfactant and chaotropic agent assisted sequential extraction/on pellet digestion (SCAD) for enhanced proteomics	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Ma et al. (2018)	Lingjun Li	2018-10-19	Technical, Protein extraction, protein digestion, protein detection, SCAD, FASP, Urea, peptide sequencing, LFQ, iBAQ, 
PXD009288	cow MFGM LC-MS/MS	PRIDE	Bos taurus 	Orbitrap Fusion	Yang, Anderson & Zhang (2018)	Sheng Zhang	2018-10-19	Technical, cow, MFGM, LC-MS/MS, 
PXD003587	Acetaminophen-induced S-nitrosylation and S-sulfenylation signalling in 3D cultured hepatocarcinoma cell spheroids.	PRIDE	Homo sapiens 	Orbitrap Fusion	Wojdyla et al. (2016)	Adelina Rogowska-Wrzesinska	2018-10-18	APAP, 3D cell culture, S-nitrosylation, S-sulfenylation, quantitative redox proteomics, toxicology, HepG2/C3A, 
PXD008463	Evaluation of scoring functions and peptide exposure by fractionation	PRIDE	Homo sapiens 	Orbitrap Fusion ETD	Dataset with its publication pending	Alex Kentsis	2018-10-18	Technical, algorithm benchmark proteogenomics Peaks Sequest Byonic MaxQuant, 
PXD009677	A TFEB nuclear export signal integrates amino acid supply and glucose availability	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Li et al. (2018)	Roman Fischer	2018-10-18	Biological, TFEB, Nuclear Export Signal, GSK3, mTOR, Glucose Lysosome biogenesis Running header: TFEB nuclear export, 
PXD010150	Nanowell-Mediated Two-Dimensional Liquid Chromatography Proteome Profiling of Mammalian Cells	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Wang et al. (2020); Dou et al. (2018)	Ryan Kelly	2018-10-18	Technical, proteomics, microfluidics, 2D LC, 
PXD010670	A non-canonical BRD9-containing BAF chromatin remodeling complex regulates na�ve pluripotency in mouse embryonic stem cells	PRIDE	Mus musculus 	Orbitrap Fusion	Gatchalian et al. (2018)	Diana C Hargreaves	2018-10-18	Biological, BAF, Chromatin remodeling, 
PXD006483	Mining the cellular inventory of pyridoxal phosphate-dependent enzymes with functionalized cofactor mimics	PRIDE	Staphylococcus aureus	Orbitrap Fusion	Hoegl et al. (2018)	Prof. Stephan A. Sieber	2018-10-17	Biological, Pyridoxal phosphate, cofactor, vitamin B6, 
PXD008562	Displacement Chromatography Mode – High protein sequence coverages and identification rates for low µg-range proteomics using online 2D-LC-MS	PRIDE	Homo sapiens 	Orbitrap Fusion	Kwiatkowski et al. (2018)	Hartmut Schlüter	2018-10-17	Technical, displacement chromatography, online 2D-LC-MS, proteomics, 
PXD010171	Extraction of Entamoeba histolytica membrane proteins using three extraction methods	PRIDE	Entamoeba histolytica HM-1:IMSS	Orbitrap Fusion	Ujang et al. (2018)	Nurulhasanah binti Othman	2018-10-15	Biological, Entamoeba histolytica, membrane proteome, membrane protein extraction methods, LC-ESI-MS/MS, 
PXD009745	The activity-dependent bulk endocytosis proteome reveals a key presynaptic role for Rab11	PRIDE	Rattus norvegicus 	Orbitrap Fusion ETD	Dataset with its publication pending	Matthias Trost	2018-10-15	Biological, Dimethyl, Quantitative proteomics, endosomes, nycozend and magnetic nanoparticles, 
